순위,영화명,개봉일,매출액 ,매출액 점유율,누적매출액 ,관객수 ,누적관객수 ,스크린수 ,상영횟수 ,대표국적 ,국적 ,제작사 ,배급사 ,등급 ,장르 ,감독 ,배우 
5623,코난-바바리안,1983-05-20,"34,000",0.0%,"34,000",17,17,1,1,미국,미국,"디노 드 로렌티스 프로덕션즈,유니버셜 픽쳐스",,국민학생관람불가,"액션,어드벤처,판타지",,"게리 로페즈,제임스 얼 존스,아놀드 슈왈제네거"
5623,특전대네이비 씰,1991-02-09,"34,000",0.0%,"34,000",17,17,1,1,미국,미국,,,중학생이상관람가,"액션,범죄",루이스 티그,"찰리 쉰,마이클 빈,조앤 웨일리"
5623,파비안느,1979-12-21,"34,000",0.0%,"527,000",17,205,1,1,프랑스,"프랑스,스페인,이탈리아",,,미성년자관람불가,"액션,전쟁","행크 마일스톤,움베르토 렌지","조지 페파드,조지 해밀턴,호스트 부흐홀즈"
5623,폭주기관차,1989-01-21,"34,000",0.0%,"142,000",17,59,1,2,미국,미국,골렌골로버스프로덕션,캐논 그룹,고등학생이상관람가,액션,안드레이 콘찰로프스키,"존 보이트,에릭 로버츠"
5623,해변의 캐리어,,"107,000",0.0%,"107,000",17,17,1,3,한국,한국,,,,드라마,김수정,박종환
5623,해피 엔딩,,"170,000",0.0%,"170,000",17,17,1,2,덴마크,덴마크,,,,드라마,,
5623,호수길,,"116,000",0.0%,"195,000",17,32,1,2,한국,한국,,시네마달,12세이상관람가,다큐멘터리,정재훈,
5623,환토: 상상의 땅,,"119,000",0.0%,"119,000",17,17,1,2,싱가포르,싱가포르,,,,드라마,,
5623,흑룡강(黑龍江),,"120,000",0.0%,"120,000",17,17,1,2,한국,한국,,,,드라마,이만희,"장동휘,문정숙,허장강"
5663,2017 동명이인 프로젝트,2018-05-25,"160,000",0.0%,"160,000",16,16,1,3,한국,한국,올드웨일,올드웨일,12세이상관람가,기타,이경원,"박지수,이승준,이호철,김다미"
5663,2월 단편 상상극장-임철민 감독전,,"128,000",0.0%,"128,000",16,16,1,3,한국,한국,,,,기타,임철민,
5663,8월단단한영화展,,"42,500",0.0%,"42,500",16,16,1,2,한국,한국,,,,"멜로/로맨스,드라마",,
5663,AISFF 2019 특별상영: 캐스팅 마켓 매칭작,,"79,000",0.0%,"79,000",16,16,1,1,한국,한국,,,,드라마,,
5663,Diff 2019 경쟁4,,"112,000",0.0%,"112,000",16,16,1,1,한국,한국,,,,드라마,,
5663,FIWOM 2019 피움초이스7,,"112,000",0.0%,"112,000",16,16,1,1,한국,한국,,,,드라마,,
5663,Media art work screening 9월,,"64,000",0.0%,"64,000",16,16,1,2,한국,한국,,,,기타,,
5663,Media art work screening 열두 번째 정기 상영회,,"64,000",0.0%,"64,000",16,16,1,2,기타,기타,,,,기타,,
5663,SPFF 2018 해외단편 1,,"160,000",0.0%,"160,000",16,16,1,1,기타,기타,,,,기타,,
5663,[인디포럼2018] 폐막식,,"160,000",0.0%,"160,000",16,16,1,1,한국,한국,,,,기타,,
5663,新 가족시네마(인디스데이),,"16,000",0.0%,"16,000",16,16,1,2,한국,한국,,,,기타,,
5663,꿈을 가집시다,,"72,000",0.0%,"72,000",16,16,1,3,프랑스,프랑스,,,,"코미디,멜로/로맨스",사샤 기트리,
5663,내 배우 영업전_오동민,,"112,000",0.0%,"112,000",16,16,1,1,한국,한국,,,,기타,,
5663,당신의 남자,,"76,000",0.0%,"76,000",16,16,1,3,미국,미국,,,,"코미디,멜로/로맨스",도로시 아즈너,
5663,대리석 인간,,"102,000",0.0%,"102,000",16,16,1,1,폴란드,폴란드,,,,기타,안제이 바이다,
5663,더 크리미널 마인드 : 공공의 적,2018-08-23,"16,000",0.0%,"16,000",16,16,5,16,홍콩,홍콩,,(주)아이엠비씨,15세이상관람가,"범죄,액션",서기주,덩차오
5663,리라이프,,"142,600",0.0%,"142,600",16,16,2,6,일본,일본,,,,드라마,후루사와 다케시,"나카가와 타이시,타이라 유우나"
5663,리버 와일드,1995-03-11,"48,000",0.0%,"48,000",16,16,1,1,미국,미국,,,고등학생이상관람가,어드벤처,커티스 핸슨,"케빈 베이컨,메릴 스트립"
5663,마운틴,,"80,000",0.0%,"80,000",16,16,1,2,호주,호주,,,,다큐멘터리,,
5663,새출발,,"78,000",0.0%,"92,000",16,19,1,3,한국,한국,,,,드라마,장우진,"우지현,이혜린,양흥주"
5663,앵그리버드 더 무비,2016-05-19,"129,500",0.0%,"5,218,241,244",16,"680,622",1,1,미국,"미국,핀란드",,유니버설픽쳐스인터내셔널 코리아(유),전체관람가,애니메이션,"퍼갈 레일리,클레이 케이티스",
5663,엘리펀트 보이,,"16,000",0.0%,"16,000",16,16,1,1,한국,한국,,,,다큐멘터리,박환성,
5663,영 앳 하트,,"32,000",0.0%,"9,105,000",16,"4,321",1,1,미국,미국,,,,"드라마,뮤지컬,멜로/로맨스",고든 더글라스,"도리스 데이,프랭크 시내트라"
5663,예감은 틀리지 않는다,2017-08-10,"115,000",0.0%,"328,530,900",16,"42,010",1,2,영국,영국,,CGV아트하우스,15세이상관람가,드라마,리테쉬 바트라,"짐 브로드벤트,샬롯 램플링,에밀리 모티머"
5663,왕자가 된 소녀들,2013-04-18,"98,000",0.0%,"10,866,200",16,"1,822",1,2,한국,한국,영희야 놀자,영희야 놀자,전체관람가,다큐멘터리,김혜정,"조금앵,김진진,박미숙,허숙자,김혜리,이옥천"
5663,우리목소리_나만 없는 그곳,,"112,000",0.0%,"112,000",16,16,1,1,한국,한국,,,,드라마,,
5663,인디애니페스트2019 쿠와하타 루 특별전,,"93,000",0.0%,"93,000",16,16,1,1,기타,기타,,,,애니메이션,,
5663,"작년 겨울, 너와 이별",2018-10-18,"16,000",0.0%,"16,000",16,16,5,16,일본,일본,,(주)아이엠비씨,15세이상관람가,"스릴러,드라마",타키모토 토모유키,"이와타 타카노리,야마모토 미즈키,사이토 타쿠미"
5663,처음쓰는 영화비평-단편모음1,,"76,000",0.0%,"76,000",16,16,1,1,한국,한국,,,,드라마,,
5663,친절한 적,,"80,000",0.0%,"80,000",16,16,1,3,프랑스,프랑스,,,,"코미디,판타지,멜로/로맨스",맥스 오퓌스,
5663,카페 느와르,2010-12-30,"160,000",0.0%,"58,527,900",16,"7,532",1,1,한국,한국,영화사북극성(주),(주)스폰지이엔티,청소년관람불가,"드라마,멜로/로맨스",정성일,"신하균,문정희,김혜나,정유미,이성민,요조,정인선,정희진,조민정,박종은,박지혜,박하연,하유미,박희원,이목원,이상윤,김태훈,박미령,임광철,정수정,최용진,김주미,하은설,김영필,이용녀,김봉수,곽수정"
5663,패왕화 스페셜 포스,2018-02-01,"42,000",0.0%,"42,000",16,16,5,16,홍콩,홍콩,,(주)케이알씨지,15세이상관람가,액션,전국위,
5663,푸지에,,"80,000",0.0%,"80,000",16,16,1,1,일본,"일본,몽고",,,,다큐멘터리,야마다 카즈야,
5663,필리스 램버트 A to Z,,"96,000",0.0%,"96,000",16,16,1,2,캐나다,캐나다,,,,다큐멘터리,,
5663,혈관음,,"97,000",0.0%,"97,000",16,16,1,2,대만,대만,,,,"드라마,미스터리,스릴러",양야체,
5663,화차,2012-03-08,"108,500",0.0%,"18,463,007,000",16,"2,436,884",1,2,한국,한국,(주)영화제작소보임,필라멘트픽쳐스,15세이상관람가,미스터리,변영주,"이선균,김민희,조성하,김별,차수연,임남숙,임순옥,장대윤,황남희,박지혜,송성원,오기민,최덕문,이희준,진선규,최일화,김성태,민성욱,김수진,박해준,박지은"
5699,"1999, 면회",2013-02-21,"107,000",0.0%,"23,932,300",15,"3,405",1,3,한국,한국,광화문시네마,㈜인디스토리,15세이상관람가,드라마,김태곤,"심희섭,김창환,안재홍,김꽃비,전고운,진태철,고봉곤,김범철,최형선,김태곤,황미영"
5699,"2월 수요단편극장 - 내가 사는 세상, 내가 서 있는 자리",,"120,000",0.0%,"120,000",15,15,1,1,한국,한국,,,,기타,,
5699,CADFF 2018 한국중단편영화,,"52,500",0.0%,"52,500",15,15,1,1,한국,한국,,,,기타,,
5699,그리고 싶은 것,2013-08-15,"52,500",0.0%,"31,367,800",15,"5,029",1,7,한국,한국,,(주)시네마달,전체관람가,다큐멘터리,권효,"권윤덕,심달연,세이조 타시마,케이코 하마다,김여진"
5699,기쿠지로의 여름,2002-08-30,"157,000",0.0%,"15,913,000",15,"2,192",1,1,일본,일본,,"(주)영화사 진진,(주)튜브엔터테인먼트",전체관람가,코미디,기타노 다케시,"기타노 다케시,세키구치 유스케"
5699,끝까지 살아 남아라 : 제2차 세계대전,,"85,000",0.0%,"85,000",15,15,1,1,폴란드,폴란드,,,,"전쟁,액션",보이텍 스마르조프스키,
5699,남과 여,1979-10-03,"30,000",0.0%,"9,169,000",15,"3,860",1,2,프랑스,프랑스,르 필름즈 13,,미성년자관람불가,"드라마,멜로/로맨스",끌로드 를르슈,"아누크 에메,장-루이 트린티냥"
5699,뉴욕 갱스터,2018-02-01,"40,000",0.0%,"40,000",15,15,5,15,미국,미국,,(주)케이알씨지,청소년관람불가,"액션,스릴러",제시 테레로,"클레인 크로포드,아리엘 케벨"
5699,대구독립영화 연말정산 2018_신작전,,"104,000",0.0%,"104,000",15,15,1,1,한국,한국,,,,드라마,,
5699,밀키 웨이,,"70,000",0.0%,"70,000",15,15,1,3,미국,미국,,,,코미디,레오 맥커레이,"해롤드 로이드,아돌프 멘주"
5699,박강아름의 가장무도회,,"101,000",0.0%,"1,006,000",15,194,1,1,한국,한국,,,전체관람가,다큐멘터리,박강아름,박강아름
5699,벼농사를 짓다,,"105,000",0.0%,"105,000",15,15,1,2,홍콩,홍콩,,,,다큐멘터리,,
5699,북촌방향,2011-09-08,"123,000",0.0%,"369,794,200",15,"46,212",1,5,한국,한국,(주)영화제작전원사,(주)영화제작전원사,청소년관람불가,드라마,홍상수,"김보경,김상중,유준상,송선미,김의성,백종학,박수민,정지형,배유람,안재홍,기주봉,백현진"
5699,붉은 대기,,"95,000",0.0%,"987,000",15,138,1,1,프랑스,프랑스,,,,다큐멘터리,크리스 마르케,"이브 몽땅,프랑스와 페리어"
5699,비트레이얼,2015-03-05,"30,000",0.0%,"230,000",15,55,1,1,미국,미국,,주식회사 루믹스미디어,15세이상관람가,"액션,어드벤처,범죄,미스터리,스릴러",잭 토팔리안,"잭 토팔리안,에릭 로버츠"
5699,사라와 하메드,,"67,000",0.0%,"67,000",15,15,1,1,이란,이란,,,,드라마,앨리 아스가리,
5699,삼포가는 길,1975-05-23,"72,000",0.0%,"9,807,000",15,"4,850",1,4,한국,한국,연방영화(주),,청소년관람불가,드라마,이만희,"백일섭,김진규,문숙"
5699,세상에서 가장 행복한 소년,,"90,000",0.0%,"90,000",15,15,1,1,이탈리아,이탈리아,,,,"코미디,다큐멘터리",루이지 피토리노,
5699,섹알마문 감독전,,"104,000",0.0%,"104,000",15,15,1,1,한국,한국,,,,기타,섹알마문,
5699,업사이드 다운,,"103,000",0.0%,"103,000",15,15,1,2,포르투갈,포르투갈,,,,기타,,
5699,우리는 그토록 사랑했네,,"105,000",0.0%,"105,000",15,15,1,2,이탈리아,이탈리아,,,,"코미디,드라마",에토르 스콜라,비토리오 가스만
5699,이 세상의 한구석에,2017-11-16,"150,000",0.0%,"13,488,500",15,"1,697",1,1,일본,일본,,(주)에이원엔터테인먼트,12세이상관람가,애니메이션,카타부치 스나오,"노넨 레나,호소야 요시마사,오노 다이스케,한 메구미"
5699,이별,,"45,000",0.0%,"702,000",15,232,1,1,영국,"영국,독일",이십세기폭스필름코퍼레이션,,,"드라마,어드벤처",밥 맥노트,"조안 콜린스,리차드 버튼,바질 시드니"
5699,이태경 배우 특별전,,"15,000",0.0%,"15,000",15,15,1,2,한국,한국,,,,기타,,
5699,제12회 대단한 단편영화제 폐막식,,"120,000",0.0%,"120,000",15,15,1,1,기타,기타,,,,기타,,
5699,제1회 스태프 영화제 - 배우 우지현,,"165,000",0.0%,"165,000",15,15,1,1,한국,한국,,,,기타,,
5699,제주노트,,"65,000",0.0%,"65,000",15,15,1,3,한국,한국,,,,다큐멘터리,민환기,
5699,처음쓰는 영화비평-단편모음2,,"66,000",0.0%,"66,000",15,15,1,1,한국,한국,,,,기타,,
5699,천하비급,2019-11-28,"15,000",0.0%,"15,000",15,15,5,15,중국,중국,,(유)조이앤시네마,15세이상관람가,액션,서초,
5699,최저,,"107,800",0.0%,"107,800",15,15,1,5,일본,일본,,,청소년관람불가,드라마,제제 다카히사,
5699,칼라송,1998-10-31,"75,000",0.0%,"491,000",15,78,1,1,영국,"영국,독일,스페인",알타필름즈,,연소자관람불가,드라마,켄 로치,"오앙카 세베자스,로버트 칼라일"
5699,타임 러쉬,2018-02-08,"24,000",0.0%,"24,000",15,15,5,15,미국,미국,,(유)조이앤시네마,15세이상관람가,액션,다니엘 지릴리,
5699,트론,,"27,000",0.0%,"27,000",15,15,1,2,미국,미국,,,,"SF,액션,어드벤처,판타지",스티븐 리스버거,"제프 브리지스,브루스 박스라이트너,데이빗 워너,신디 모건"
5699,파고,,"63,000",0.0%,"63,000",15,15,1,1,한국,한국,세컨드윈드 필름,,,드라마,박정범,"이승연,박영덕,박종영,김성대"
5699,퍼니셔,2004-09-10,"45,000",0.0%,"36,552,500",15,"5,679",1,1,미국,미국,마블 엔터테인먼트,한국소니픽쳐스릴리징브에나비스타영화㈜,18세관람가,액션,조나단 헨스라이,"토마스 제인,존 트라볼타"
5699,페일 라이더,,"30,000",0.0%,"636,000",15,177,1,1,,,,,,,,
5699,홀리데이 인,,"30,000",0.0%,"2,072,000",15,693,1,1,,,,,,,,
5736,16th 필름다빈 프로젝트: 강동완 감독전,,"98,000",0.0%,"98,000",14,14,1,1,한국,한국,,,,기타,,
5736,5월 수요단편극장 - 지금까지 이런 단편영화는 없었다: 장르三色,,"110,000",0.0%,"110,000",14,14,1,1,한국,한국,,,,기타,,
5736,7월 수요단편극장 그녀와 극장에서: 이태경 배우 특별전,,"110,000",0.0%,"110,000",14,14,1,1,한국,한국,,,,기타,,
5736,SEFF2019 푸른 심장+파란 고래,,"48,000",0.0%,"48,000",14,14,1,1,기타,기타,,,,기타,,
5736,갈릴레오의 온도계,,"96,000",0.0%,"96,000",14,14,1,2,포르투갈,포르투갈,,,,기타,테레사 빌라베르데,
5736,개같은 날의 오후,1995-09-08,"138,000",0.0%,"138,000",14,14,1,3,한국,한국,(주)순필름,,연소자관람불가,"드라마,코미디",이민용,"김보연,송옥숙,하유미,정선경,정보석,손숙,이경영,김민종,김일우,윤문식,김해곤"
5736,공유하는 사랑,,14,0.0%,"72,014",14,28,1,1,인도,인도,,,,"코미디,드라마",니아 디 나타,샹티
5736,김시은 배우전,,"98,000",0.0%,"98,000",14,14,1,1,한국,한국,,,,기타,"민환기,박인희,곽민규,이진호",
5736,낯선 집,2016-09-08,"88,500",0.0%,"553,500",14,124,1,9,중국,중국,,(주)액티버스엔터테인먼트,15세이상관람가,"미스터리,공포(호러),스릴러",대니 팽,"서교,장조휘"
5736,데싸우 댄서스,2015-12-24,"56,000",0.0%,"4,235,000",14,593,1,1,독일,독일,,(주)유로커뮤니케이션,15세이상관람가,코미디,장 마틴 샤프,"고르돈 캐머러,소냐 게하르트,올리버 코니츠니,세바스티안 예거"
5736,라스트 솔져스: 최후의 결전,2018-10-25,"70,000",0.0%,"70,000",14,14,1,14,우크라이나,우크라이나,,(주)스토리제이,15세이상관람가,"액션,전쟁,드라마",아카텐 세이타블라예프,
5736,백 프롬 더 비트,,"92,000",0.0%,"92,000",14,14,1,1,한국,한국,,,,드라마,,김시은
5736,베를린 장벽,2014-09-24,"70,000",0.0%,"263,000",14,53,1,1,독일,독일,,미디어소프트,청소년관람불가,드라마,크리스찬 슈뵈초브,"조디스 트라이벨,트리스탄 괴벨"
5736,볼리 바나,,"102,000",0.0%,"102,000",14,14,1,1,벨기에,벨기에,,,,기타,,
5736,아담의 갈비뼈,,"112,000",0.0%,"112,000",14,14,1,2,중국,중국,,,,드라마,,
5736,아들,2004-02-20,"147,000",0.0%,"4,002,500",14,713,1,1,프랑스,"프랑스,벨기에",,(주)동숭아트센터,18세관람가,드라마,"장 피에르 다르덴,뤽 다르덴","올리비에 구르메,나심 하사이니"
5736,아이거 빙벽,,"28,000",0.0%,"971,000",14,232,1,1,미국,미국,,,,"액션,스릴러",클린트 이스트우드,클린트 이스트우드
5736,"어디에도, 당신의 자리(인디스데이)",,"14,000",0.0%,"14,000",14,14,1,2,한국,한국,,,,기타,"문인수,김한라,정해일,송예진",
5736,어떤 개인 날,2009-03-12,"79,000",0.0%,"3,745,000",14,601,1,2,한국,한국,한국영화아카데미,CJ ENM,12세이상관람가,드라마,"이숙경,고태정","지정남,김활란,김효선,신경희,최정윤,최정은,신진희,박종훈,김한성,강주리,이상유,구교선,김성혜,이선용,최연신,김숙자,김진한,양현승,이진욱,김종준,양선주,이정,김지선,이종현,박주형,김도영,유정호"
5736,영 솔리튜드,,"70,000",0.0%,"70,000",14,14,1,1,프랑스,프랑스,,,,다큐멘터리,클레르 시몽,
5736,오렌지필름 기획전 - Fragile; 파손주의,,"92,000",0.0%,"92,000",14,14,1,3,한국,한국,,,,기타,,
5736,유지영 감독 단편전,,"97,000",0.0%,"97,000",14,14,1,2,한국,한국,,,,기타,,
5736,이만큼이면 충분해,,"98,000",0.0%,"98,000",14,14,1,1,이탈리아,"이탈리아,브라질",,,,드라마,,
5736,제인,,"58,000",0.0%,"58,000",14,14,1,1,미국,미국,,,,다큐멘터리,브렛 모겐,
5736,테네레차_홀딩 핸즈,,"98,000",0.0%,"98,000",14,14,1,2,이탈리아,이탈리아,,,,"코미디,드라마",지아니 아멜리오,엘리오 게르마노
5736,할 수 있는 자가 구하라,2010-12-01,"93,000",0.0%,"107,000",14,16,1,1,한국,한국,"㈜인디스토리,3767필름",㈜인디스토리,15세이상관람가,코미디,윤성호,"박혁권,서영주,황제성,한예리,김정화,박혁권,박희본,노수산나,배용근,김은주,권은수,공효진,이우정"
5736,해피뻐스데이,2017-11-09,"111,000",0.0%,"3,272,500",14,492,1,4,한국,한국,프로젝트 잉여,무브먼트,청소년관람불가,"드라마,코미디",이승원,"서갑숙,김선영,박지훈,양윤식,이승원,이주원,김경덕,장선,김성민"
5736,홍당무,,"62,000",0.0%,"621,000",14,109,1,1,프랑스,프랑스,,,,기타,줄리앙 뒤비비에르,
5764,"1월 수요단편극장 “2017년을 빛낸 단편영화 셋: 수상작, 이유는 있다”",,"97,000",0.0%,"97,000",13,13,1,1,한국,한국,,,,기타,,
5764,SIPFF 2019 해외단편 4,,"130,000",0.0%,"130,000",13,13,1,1,기타,기타,,,,드라마,,
5764,[네마프2018] 대항기억과 몸짓의 재구성 단편,,"65,000",0.0%,"65,000",13,13,1,2,기타,기타,,,,기타,,
5764,그루잠,,"13,000",0.0%,"13,000",13,13,1,3,한국,한국,,,,다큐멘터리,류형석,
5764,길의 노래,,"89,000",0.0%,"89,000",13,13,1,2,인도,인도,,,,드라마,사티야지트 레이,
5764,김인선 감독 특별전(인디스데이),,"13,000",0.0%,"13,000",13,13,1,2,한국,한국,,,,기타,김인선,
